pmid,label,sentence
21317929_2011.ann,2,"Altered expression of human enhancer of filamentation 1 (HEF1; also known as NEDD9 or Cas-L) has been implicated in progression of melanoma, breast, and CRC. However, the regulation of HEF1 and the role of HEF1 in CRC tumorigenesis are not fully understood."
18505920_2008.ann,2,"Although additional  studies with animal models are needed, these findings suggest that targeting HMGA2 could be therapeutically beneficial in lung cancer and other cancers characterized by increased HMGA2 expression."
24130125_2014.ann,2,"Although CTCF was described as a significantly  mutated gene by the endometrial cancer TCGA, the A(7) track variants leading to T204 frameshifts were not reported."
19277044_2009.ann,2,"Although therapies targeting high EphA1 expression seem plausible in CRC, the loss of expression in advanced disease suggests a potential risk that targeted therapy, by selecting for loss of expression, might contribute to disease progression."
14569398_2004.ann,2,"Among frequently deleted chromosomal sites, LOH at chromosome 3p has been detected in MM, suggesting the presence of one or several  tumour suppressor genes that have an important role in development of the disease."
24122835_2014.ann,2,Amplification and over-expression of MAP3K3 gene in human breast cancer promotes  formation and survival of breast cancer cells.
24122835_2014.ann,2,An integrative bioinformatics analysis of this region nominated the MAP3K3 gene as a potential therapeutic target in breast cancer.
24145651_2014.ann,2,Analysis of TP53 and CTNNB1 gene  mutations in the HG component of MASCs as well as detection of copy number aberration of EGFR and CCND1 gene did not harbor any abnormalities.
18770861_2008.ann,2,"As a result, CDCA1 is a novel cancer-testis antigen overexpressed in LC, cholangiocellular cancer, urinary bladder cancer and renal cell cancers, and CDCA1 may therefore be an ideal TAA useful for the diagnosis and immunotherapy of these cancers."
26084280_2015.ann,2,"As Bim expression is a critical biomarker for response to many targeted therapies, PTK6 inhibition may offer a therapeutic approach to treating patients with Her2 targeted therapy-resistant breast cancers."
11596032_2001.ann,2,"BACKGROUND: MUC4 has been cloned from tracheobronchial mucosa cDNA and reportedly is highly expressed in some human malignancies, including lung carcinoma."
24335643_2014.ann,2,Basal cell carcinosarcoma with PTCH1 mutations in both epithelial and sarcomatoid primary tumor components and in the sarcomatoid metastasis.
24335643_2014.ann,2,Basal cell carcinosarcoma with PTCH1 mutations in both epithelial and sarcomatoid primary tumor components and in the sarcomatoid metastasis.
24335643_2014.ann,2,Basal cell carcinosarcoma with PTCH1 mutations in both epithelial and sarcomatoid primary tumor components and in the sarcomatoid metastasis.
26271547_2015.ann,2,BCL2-like 11 intron 2 deletion polymorphism is not associated with non-small cell lung cancer risk and prognosis.
27489358_2016.ann,2,"CD133 is considered as a stem-like cell marker in some cancers including gastric  cancers, and Notch1 signaling is known to play an important role in the maintenance and differentiation of stem-like cells."
21084391_2011.ann,2,Characterization of tumor-suppressive function of SOX6 in human esophageal squamous cell carcinoma.
11598160_2001.ann,2,Chemokine gene expression and clonal analysis of B cells in tissues involved by lymphoid interstitial pneumonitis from HIV-infected pediatric patients.
12514793_2002.ann,2,"Chromosomal analysis revealed a close genetic relationship between the papillary urothelial and choriocarcinomatous tumor components, documenting for the first time that choriocarcinoma of the renal pelvis results from clonal evolution of urothelial carcinoma with acquisition of  trophoblastic differentiation."
19709125_2009.ann,2,Combining kallistatin gene therapy and meloxicam to treat hepatocellular carcinoma in mice.
24121643_2014.ann,2,"Comparative analysis of the expression of the Pathogenesis-Related 1(P6) gene, a marker for induced resistance to pathogens, in various tissues of tomato plants treated with CF on their roots suggested that the B."
24121643_2014.ann,2,"Comparative analysis of the expression of the Pathogenesis-Related 1(P6) gene, a marker for induced resistance to pathogens, in various tissues of tomato plants treated with CF on their roots suggested that the B. thuringiensis-induced defense system was  activated in the leaf, stem, and main root tissues, but not in the lateral root tissue."
19445940_2009.ann,2,CONCLUSIONS: DCAMKL-1 is a negative regulator of let-7a miRNA biogenesis in intestinal stem and colorectal cancer cells; it could represent a novel target for anti-cancer stem cell-based strategies.
12209756_2002.ann,2,CONCLUSIONS: Expression of ras protein in type II alveolar pneumocytes and mutation in the codon 12 of K-ras gene in lung tissue may contribute to the induction of lung carcinoma in patients with IPF.
20589433_2010.ann,2,"CONCLUSIONS: Jab1 expression, as well as p27(Kip1) upregulation, is evident from the very early stages of hepatocarcinogenesis, suggesting that Jab1  could be a diagnostic marker and a treatment target for precancerous lesions and  early HCCs."
14581367_2003.ann,2,CONCLUSIONS: Reduction of ING1b gene expression was associated  with reduced p21 and bax gene expression in NSCLCs.
23374247_2013.ann,2,CONCLUSIONS: The two libraries of differentially expressed genes may provide the  basis for new insights or clues for finding novel lung cancer-related genes; several genes were newly found in lung cancer with ERGIC3 seeming a novel lung cancer-related gene.
24346090_2014.ann,2,"CONCLUSIONS: This panel of variant-specific, quantitative RT-PCR assays detects common EML4-ALK+ variants as well as ALK gene expression level in archival formalin-fixed paraffin-embedded NSCLC specimens."
24346090_2014.ann,2,"CONCLUSIONS: This panel of variant-specific, quantitative RT-PCR assays detects common EML4-ALK+ variants as well as ALK gene expression level in archival formalin-fixed paraffin-embedded NSCLC specimens."
21084391_2011.ann,2,CONCLUSIONS: We provided the first evidence that SOX6 is a novel tumor-suppressor gene in ESCC development and is a potential prognostic marker in ESCC.
19549529_2009.ann,2,Cyclooxygenase-2 inhibitors down-regulate osteopontin and Nr4A2-new therapeutic targets for colorectal cancers.
26206333_2015.ann,2,DDR2(L63V);TP53(L/L) mice developed poorly differentiated lung adenocarcinomas in all transgenic animals analyzed with a latency of 40 to 50 weeks and a median survival of 67.5 weeks.
28733537_2017.ann,2,DEP domain containing 1 (DEPDC1) is a newly identified cancer-related and cell cycle related gene and has been demonstrated as a novel therapeutic target for bladder cancer.
28733537_2017.ann,2,DEP domain containing 1 (DEPDC1) is a newly identified cancer-related and cell cycle related gene and has been demonstrated as a novel therapeutic target for bladder cancer.
28733537_2017.ann,2,DEP domain containing 1 (DEPDC1) is a newly identified cancer-related and cell cycle related gene and has been demonstrated as a novel therapeutic target for bladder cancer.
28733537_2017.ann,2,DEPDC1 is required for cell cycle progression and motility in nasopharyngeal carcinoma.
21917650_2012.ann,2,Detection of methylated BCL6B may serve as an independent biomarker for the prognosis of GC.
22105368_2012.ann,2,Detection of methylated PAX5 can be utilized as an independent prognostic factor in GC.
22105368_2012.ann,2,Detection of methylated PAX5 can be utilized as an independent prognostic factor in GC.
20802524_2010.ann,2,Detection of methylated TBX5 may serve as a potential biomarker for the prognosis of this malignancy.
19435926_2009.ann,2,Detection of TFPI2 methylation in stool DNA may act as a useful adjunct to the noninvasive strategies for screening of CRCs in the future.
24324629_2013.ann,2,"DLGAP5 overexpression was evident in 25% (22 of 88) of the HCC specimens without AFP expression, suggesting that DLGAP5 may be a novel biomarker for HCC pathogenesis."
18665156_2008.ann,2,Dual therapeutic effects of interferon-alpha gene therapy in a rat hepatocellular carcinoma model with liver cirrhosis.
24114583_2014.ann,2,EGFR gene mutations and ALK gene fusions are well-characterized molecular targets in NSCLC.
24122813_2014.ann,2,Epigenetic dysregulation of leukaemic HOX code in MLL-rearranged leukaemia mouse  model.
17854601_2007.ann,2,Evaluation of RB status may be a useful prognostic factor in human HCC.
27578530_2016.ann,2,Expression of DRD2 Is Increased in Human Pancreatic Ductal Adenocarcinoma and Inhibitors Slow Tumor Growth in Mice.
11731438_2001.ann,2,Fifty-four (73%)  of the 74 lesions of metaplasias and bronchiolar epithelia obtained from the IPF  patients with lung carcinoma and 8 (17%) of the 46 samples obtained from the IPF  patients without lung carcinoma showed LOH at the FHIT gene (P < 0.0001).
18829568_2008.ann,2,"Furthermore, the CD133 DNA methylation seems to constitute an abnormal promoter signature because it is not  found in normal brain and colon but only in cultured and primary tumors."
24122835_2014.ann,2,Gene amplifications in the 17q chromosomal region are observed frequently in breast cancers.
26806338_2016.ann,2,Genomic Sequencing Identifies ELF3 as a Driver of Ampullary Carcinoma.
21317929_2011.ann,2,HEF1 may represent an attractive candidate for drug targeting in CRC.
11753661_2001.ann,2,"Here we have investigated the prevalence and patterns of mutations in two genes, Ha-ras and beta-catenin, both  known mutational targets in mouse hepatocarcinogenesis."
11753661_2001.ann,2,"Here we have investigated the prevalence and patterns of mutations in two genes, Ha-ras and beta-catenin, both  known mutational targets in mouse hepatocarcinogenesis."
26206333_2015.ann,2,"Here, we generated a mouse model of lung adenocarcinoma driven by mutation of the discoidin domain receptor 2 (DDR2) gene combined with loss of TP53."
26206333_2015.ann,2,"Here, we generated a mouse model of lung adenocarcinoma driven by mutation of the discoidin domain receptor 2 (DDR2) gene combined with loss of TP53."
16524972_2006.ann,2,Higher frequencies of inactive TP53 mutations were also seen in advanced  stage tumours (P = 0.0003) and in tumours with the poor prognostic features of vascular (P = 0.006) and lymphatic invasion (P = 0.002).
17693578_2008.ann,2,"However, mutation  of exon 3 of the beta-catenin gene was detected in only one tumour that expressed nuclear beta-catenin in lining and polygonal components."
24122813_2014.ann,2,HOX genes are frequently dysregulated in human leukaemia with the gene rearrangement between mixed lineage leukaemia (MLL) and partner genes.
24122813_2014.ann,2,HOX genes are frequently dysregulated in human leukaemia with the gene rearrangement between mixed lineage leukaemia (MLL) and partner genes.
17254769_2007.ann,2,Identification of trophinin as an enhancer for cell invasion and a prognostic factor for early stage lung cancer.
16831586_2006.ann,2,IHH and SMO may be useful biomarkers of diffuse cancers that may show growth inhibition with Hh antagonists such as cyclopamine.
